"DateTime","Futures","Perpetuals"
"2024-04-14 07:20:00",4438754918.19,160739044536.31
"2024-04-14 19:55:00",4434314416.18,167823867392.48
"2024-04-15 08:30:00",4410800937.24,156443288922.45
"2024-04-15 21:05:00",4390366596.44,154953259180.47
"2024-04-16 09:40:00",4344839478.96,158407323462.17
"2024-04-16 22:15:00",4306713066.85,155268353933.72
"2024-04-17 10:50:00",4320308630.99,158196438120.3
"2024-04-17 23:25:00",4163100763.34,155319739316.6
"2024-04-18 12:00:00",4142129638.55,152422439047.46
"2024-04-19 00:35:00",4186461265.95,150617706950.79
"2024-04-19 13:10:00",4104491190.61,167183131618.73
"2024-04-20 01:45:00",4103021842.9,162285560706.7
"2024-04-20 14:20:00",4083926703.37,146185516720.15
"2024-04-21 02:55:00",4113047022.97,143999333384.32
"2024-04-21 15:30:00",4127108925.6,145425815223.2
"2024-04-22 04:05:00",3911562353.62,140519277979.85
"2024-04-22 16:40:00",4208935494.77,149466651514.61
"2024-04-23 05:15:00",4257020723.24,161417505985.33
"2024-04-23 17:50:00",4252996333.47,158156843060.73
"2024-04-24 06:25:00",4267616984.44,152422937035.52
"2024-04-24 19:00:00",4264634646.71,152815740659.79
"2024-04-25 07:35:00",4259284143.47,164737643225.53
"2024-04-25 20:10:00",4283996823.12,168910658702.97
"2024-04-26 08:45:00",4353989687.23,161034649700.7
"2024-04-26 21:20:00",3927534275.33,158949537771.68
"2024-04-27 09:55:00",3902198582.38,156132352112.2
"2024-04-27 22:30:00",3923957174.21,150290253225.02
"2024-04-28 11:05:00",3956265905.89,156444961668.81
"2024-04-28 23:40:00",3949691382.12,156684322503.94
"2024-04-29 12:15:00",3899769883.86,154230120897.5
"2024-04-30 00:50:00",3874034491.78,159622686818.65
"2024-04-30 13:25:00",3676979697.21,162282256947.18
"2024-05-01 02:00:00",3842149525.98,165691353369.49
"2024-05-01 14:35:00",3733977359.84,164033953158.87
"2024-05-02 03:10:00",3729522919.88,165554600298.15
"2024-05-02 15:45:00",3711066825.1,164018429192.81
"2024-05-03 04:20:00",3689323874.64,154416040605.29
"2024-05-03 16:55:00",3694487693.36,157038886392.02
"2024-05-04 05:30:00",3743788172.02,160181125173.89
"2024-05-04 18:05:00",3762545988.6,161491349085.65
"2024-05-05 06:40:00",3749136299.96,152742726677.25
"2024-05-05 19:15:00",3768357172.59,155618336408.48
"2024-05-06 07:50:00",3759957386.6,157723510082.05
"2024-05-06 20:25:00",3793757084.05,158862859369.91
"2024-05-07 09:00:00",3788093391.3,159795615962.86
"2024-05-07 21:35:00",3774882997.12,156276356930.29
"2024-05-08 10:10:00",3774308083.32,153314777214
"2024-05-08 22:45:00",3734185663.32,156850946935.97
"2024-05-09 11:20:00",3730951422.44,156003472546.84
"2024-05-09 23:55:00",3718785897.97,157933187352.11
"2024-05-10 12:30:00",3660530893.04,160127860769.62
"2024-05-11 01:05:00",3607173579.05,161687747682.58
"2024-05-11 13:40:00",3600183320.73,161676127376.85
"2024-05-12 02:15:00",3409737280.64,150032499747.65
"2024-05-12 14:50:00",3605351509.42,150099836705.6
"2024-05-13 03:25:00",3609960159.86,147956149520.98
"2024-05-13 16:00:00",3654525828.28,159999999880.71
"2024-05-14 04:35:00",3650033013.39,151665504337.39
"2024-05-14 17:10:00",3634871485.39,155219120940.95
"2024-05-15 05:45:00",3640545688.82,160311156139.16
"2024-05-15 18:20:00",3704694556.74,169049295857.48
"2024-05-16 06:55:00",3762795363.04,175541464097.39
"2024-05-16 19:30:00",3780625407.58,171717874186.14
"2024-05-17 08:05:00",3799557737.41,173385734674.6
"2024-05-17 20:40:00",3802070030.41,177400184170.58
"2024-05-18 09:15:00",3807779034.52,176303011207.31
"2024-05-18 21:50:00",3812224932.57,162790329810.28
"2024-05-19 10:25:00",3628696755.03,160093378934.87
"2024-05-19 23:00:00",3794476354,155666661328.53
"2024-05-20 11:35:00",3823040264.17,158435074294.83
"2024-05-21 00:10:00",3977343722.23,171301313546.36
"2024-05-21 12:45:00",4104903958.91,164121019829.02
"2024-05-22 01:20:00",4143093187.47,156686990912.31
"2024-05-22 13:55:00",4167760666.73,155220169154.64
"2024-05-23 02:30:00",4192122880.56,149271670049.03
"2024-05-23 15:05:00",4261565645.13,152453061443.68
"2024-05-24 03:40:00",4252780790.56,158111761908.2
"2024-05-24 16:15:00",4157574408.24,157287231700.96
"2024-05-25 04:50:00",4178355929.39,145218615099.67
"2024-05-25 17:25:00",4171512889.5,141066402692.74
"2024-05-26 06:00:00",4173283131.34,136519106819.07
